1454388179.0,65,19
1454388180.0,64,19
1454388181.0,63,20
1454388182.0,63,20
1454388183.0,63,21
1454388184.0,62,21
1454388185.0,62,22
1454388186.0,61,22
1454388187.0,60,22
1454388188.0,61,22
1454388189.0,61,22
1454388190.0,61,22
1454388191.0,61,22
1454388192.0,61,23
1454388193.0,61,23
1454388194.0,61,22
1454388195.0,61,22
1454388196.0,61,22
1454388197.0,62,22
1454388198.0,62,21
1454388199.0,62,21
1454388200.0,62,21
1454388201.0,61,21
1454388202.0,61,21
1454388203.0,61,20
1454388204.0,60,20
1454388205.0,60,20
1454388206.0,60,20
1454388207.0,59,20
1454388208.0,59,19
1454388209.0,59,19
1454388210.0,59,20
1454388211.0,59,20
1454388212.0,59,19
1454388213.0,60,19
1454388214.0,60,19
1454388215.0,61,19
1454388216.0,61,19
1454388217.0,61,19
1454388218.0,61,19
1454388219.0,61,20
1454388220.0,60,20
1454388221.0,60,20
1454388222.0,60,20
1454388223.0,60,20
1454388224.0,60,20
1454388225.0,61,20
1454388226.0,60,20
1454388227.0,60,20
1454388228.0,61,20
1454388229.0,61,20
",,"
1454388230.0,62,20
1454388231.0,62,19
1454388232.0,60,19
1454388233.0,59,18
1454388234.0,58,18
1454388235.0,58,19
1454388236.0,58,19
1454388237.0,58,20
1454388238.0,58,20
1454388239.0,59,19
1454388240.0,60,19
1454388241.0,61,19
1454388242.0,62,20
1454388243.0,63,20
1454388244.0,65,20
1454388245.0,65,21
1454388246.0,63,21
1454388247.0,62,21
1454388248.0,61,21
1454388249.0,61,21
1454388250.0,62,22
1454388251.0,62,22
1454388252.0,63,22
1454388253.0,63,22
1454388254.0,64,23
1454388255.0,64,23
1454388256.0,63,22
1454388257.0,62,22
1454388258.0,61,22
1454388259.0,61,23
1454388260.0,61,22
1454388261.0,62,22
1454388262.0,61,22
1454388263.0,61,21
1454388264.0,62,22
1454388265.0,62,22
1454388266.0,65,21
1454388267.0,67,21
1454388268.0,69,21
1454388269.0,69,21
1454388270.0,69,22
1454388271.0,70,22
1454388272.0,71,22
1454388273.0,72,22
1454388274.0,73,22
1454388275.0,73,22
1454388276.0,72,22
1454388277.0,73,22
1454388278.0,73,22
1454388279.0,74,22
1454388280.0,73,22
1454388281.0,70,23
1454388282.0,71,23
1454388283.0,70,23
1454388284.0,70,23
1454388285.0,71,23
1454388286.0,71,23
1454388287.0,73,23
1454388288.0,74,24
1454388289.0,76,24
1454388290.0,76,24
1454388291.0,75,24
1454388292.0,74,24
1454388293.0,70,24
1454388294.0,68,24
1454388295.0,69,24
1454388296.0,70,24
1454388297.0,71,24
1454388298.0,70,24
1454388299.0,71,24
1454388300.0,72,24
1454388301.0,73,24
1454388302.0,74,24
1454388303.0,75,24
1454388304.0,77,24
1454388305.0,78,24
1454388306.0,77,24
1454388307.0,76,24
1454388308.0,75,24
1454388309.0,74,24
1454388310.0,74,24
1454388311.0,74,24
1454388312.0,75,24
1454388313.0,77,23
1454388314.0,79,23
1454388315.0,80,22
1454388316.0,81,22
1454388317.0,80,22
1454388318.0,79,22
1454388319.0,79,21
1454388320.0,79,21
1454388321.0,76,21
1454388322.0,70,21
1454388323.0,66,21
1454388324.0,66,22
1454388325.0,67,22
1454388326.0,67,22
1454388327.0,67,22
1454388328.0,67,22
1454388329.0,65,22
1454388330.0,65,23
1454388331.0,67,23
1454388332.0,66,23
1454388333.0,64,23
1454388334.0,64,23
1454388335.0,63,24
1454388336.0,62,24
1454388337.0,62,24
1454388338.0,61,24
1454388339.0,62,24
1454388340.0,61,24
1454388341.0,61,24
1454388342.0,62,23
1454388343.0,61,22
1454388344.0,61,22
1454388345.0,61,23
1454388346.0,61,22
1454388347.0,61,22
1454388348.0,60,22
1454388349.0,60,22
1454388350.0,60,23
1454388351.0,59,23
1454388352.0,59,22
1454388353.0,59,22
1454388354.0,58,22
1454388355.0,59,22
1454388356.0,59,22
1454388357.0,58,22
1454388358.0,58,22
1454388359.0,58,22
1454388360.0,58,22
