1453783084.0,99.62085449445613,77.0,16.0,10.986591365692988,sadness
1453783085.0,83.1309474319592,78.0,15.0,10.68187630827185,sadness
1453783086.0,76.90653325972917,78.0,13.0,10.47760182979804,sadness
1453783087.0,73.35856849261695,72.0,12.0,10.292026495750877,sadness
1453783088.0,71.27895749481371,67.0,11.0,10.133046366234357,sadness
1453783089.0,69.66620241547486,64.0,10.0,9.986057807548894,sadness
1453783090.0,68.37321710592036,64.0,10.0,9.854077783735418,sadness
1453783091.0,67.1341651731528,65.0,10.0,9.737078257089047,sadness
1453783092.0,66.40302055978754,65.0,10.0,9.63693378365385,sadness
1453783093.0,65.49633961052591,65.0,10.0,9.542963059276946,sadness
1453783094.0,64.69033846119387,64.0,10.0,9.461417611545762,sadness
1453783095.0,63.74360928701502,63.0,11.0,9.373849065885137,sadness
1453783096.0,63.036856024921256,62.0,11.0,9.297373185541339,sadness
1453783097.0,62.28551139241753,61.0,11.0,9.224343006238081,sadness
1453783098.0,61.770470586506754,60.0,12.0,9.15436239859655,sadness
1453783099.0,61.37258979909047,60.0,11.0,9.080509287628766,sadness
1453783100.0,60.91369602582156,58.0,11.0,9.011930381299212,sadness
1453783101.0,60.63369614922936,57.0,12.0,8.947238494094071,sadness
1453783102.0,60.54904948845598,56.0,12.0,8.878725195267862,sadness
1453783103.0,60.41891338334577,55.0,13.0,8.819629145037235,sadness
1453783104.0,60.398479915703334,55.0,13.0,8.769718655270596,sadness
1453783105.0,60.58072823374247,55.0,13.0,8.722992874019962,sadness
1453783106.0,60.57002873495882,56.0,14.0,8.678966189943335,sadness
1453783107.0,60.657786414103754,56.0,14.0,8.631134802651838,sadness
1453783108.0,60.78125869774551,57.0,14.0,8.5857235535695,sadness
1453783109.0,60.591356779898234,58.0,15.0,8.559108788727462,sadness
1453783110.0,60.613795609791865,59.0,15.0,8.533565392033909,sadness
1453783111.0,60.561435777367144,60.0,16.0,8.50752933948967,sadness
1453783112.0,60.46908902813231,61.0,17.0,8.486282547292735,sadness
1453783113.0,60.5461163425678,61.0,17.0,8.464511298441668,sadness
1453783114.0,60.368598819134036,62.0,18.0,8.442155876686142,sadness
1453783115.0,60.29169835347815,61.0,18.0,8.414884386255162,sadness
1453783116.0,60.34064327276427,61.0,19.0,8.388144401805402,sadness
1453783117.0,60.36134948358524,61.0,19.0,8.359149371813048,sadness
1453783118.0,60.510961366116604,60.0,20.0,8.330870432451597,sadness
1453783119.0,60.54875278663263,60.0,20.0,8.307500064100346,sadness
1453783120.0,60.59429176238558,60.0,21.0,8.285156583554246,sadness
1453783121.0,60.81473714137524,60.0,21.0,8.259049428360814,sadness
1453783122.0,60.95041844157508,60.0,21.0,8.23463496286757,sadness
1453783123.0,61.24305090686099,60.0,21.0,8.21279319980983,sadness
